,ES_setting CMS,RZ_setting CMS
2024-04-15 00:05:00,0.1705246913580247,0.11049934352632249
2024-04-15 00:10:00,0.1705246913580247,0.11049934352632249
2024-04-15 00:15:00,0.1705246913580247,0.11049934352632249
2024-04-15 00:20:00,0.1705246913580247,0.11049934352632249
2024-04-15 00:25:00,0.1705246913580247,0.11049934352632249
2024-04-15 00:30:00,0.1705246913580247,0.11049934352632249
2024-04-15 00:35:00,0.1705246913580247,0.11049934352632249
2024-04-15 00:40:00,0.1705246913580247,0.11049934352632249
2024-04-15 00:45:00,0.1705246913580247,0.11049934352632249
2024-04-15 00:50:00,0.1705246913580247,0.11049934352632249
2024-04-15 00:55:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:00:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:05:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:10:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:15:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:20:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:25:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:30:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:35:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:40:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:45:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:50:00,0.1705246913580247,0.11049934352632249
2024-04-15 01:55:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:00:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:05:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:10:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:15:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:20:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:25:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:30:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:35:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:40:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:45:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:50:00,0.1705246913580247,0.11049934352632249
2024-04-15 02:55:00,0.1705246913580247,0.11049934352632249
2024-04-15 03:00:00,0.1705246913580247,0.5294142560670874
2024-04-15 03:05:00,0.1705246913580247,0.5294142560670874
2024-04-15 03:10:00,0.1705246913580247,0.5294142560670874
2024-04-15 03:15:00,0.1705246913580247,0.5294142560670874
2024-04-15 03:20:00,0.1705246913580247,0.5294142560670874
2024-04-15 03:25:00,0.1705246913580247,0.21853866968118446
2024-04-15 03:30:00,0.1705246913580247,0.20965427667230885
2024-04-15 03:35:00,0.1705246913580247,0.2007726856080673
2024-04-15 03:40:00,0.1705246913580247,0.1919648544123967
2024-04-15 03:45:00,0.1705246913580247,0.18355719677195897
2024-04-15 03:50:00,0.1705246913580247,0.17551419655046435
2024-04-15 03:55:00,0.1705246913580247,0.1679267427405784
2024-04-15 04:00:00,0.1705246913580247,0.1609681046606383
2024-04-15 04:05:00,0.1705246913580247,0.15456000174615034
2024-04-15 04:10:00,0.1705246913580247,0.14858842930734104
2024-04-15 04:15:00,0.1705246913580247,0.1430556178933346
2024-04-15 04:20:00,0.1705246913580247,0.1378902559409342
2024-04-15 04:25:00,0.1705246913580247,0.132973273043585
2024-04-15 04:30:00,0.1705246913580247,0.12830143740214064
2024-04-15 04:35:00,0.1705246913580247,0.1238523587234601
2024-04-15 04:40:00,0.1705246913580247,0.11953851980020962
2024-04-15 04:45:00,0.1705246913580247,0.11543241484308518
2024-04-15 04:50:00,0.1705246913580247,0.11152688636034518
2024-04-15 04:55:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:00:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:05:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:10:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:15:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:20:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:25:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:30:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:35:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:40:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:45:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:50:00,0.1705246913580247,0.11049934352632249
2024-04-15 05:55:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:00:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:05:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:10:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:15:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:20:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:25:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:30:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:35:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:40:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:45:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:50:00,0.1705246913580247,0.11049934352632249
2024-04-15 06:55:00,0.1705246913580247,0.11049934352632249
2024-04-15 07:00:00,0.17265625,0.11049934352632249
2024-04-15 07:05:00,0.174814453125,0.11049934352632249
2024-04-15 07:10:00,0.17699963378906247,0.11049934352632249
2024-04-15 07:15:00,0.17921212921142574,0.11049934352632249
2024-04-15 07:20:00,0.18145228082656856,0.11049934352632249
2024-04-15 07:25:00,0.18372043433690066,0.11049934352632249
2024-04-15 07:30:00,0.18601693976611192,0.11049934352632249
2024-04-15 07:35:00,0.1883421515131883,0.11049934352632249
2024-04-15 07:40:00,0.19069642840710316,0.11049934352632249
2024-04-15 07:45:00,0.19308013376219194,0.11049934352632249
2024-04-15 07:50:00,0.19549363543421933,0.11049934352632249
2024-04-15 07:55:00,0.19793730587714706,0.11049934352632249
2024-04-15 08:00:00,0.2004115222006114,0.11049934352632249
2024-04-15 08:05:00,0.20291666622811902,0.11049934352632249
2024-04-15 08:10:00,0.2054531245559705,0.11049934352632249
2024-04-15 08:15:00,0.20802128861292013,0.11049934352632249
2024-04-15 08:20:00,0.21234079218106997,0.11049934352632249
2024-04-15 08:25:00,0.21234079218106997,0.11049934352632249
2024-04-15 08:30:00,0.21234079218106997,0.11049934352632249
2024-04-15 08:35:00,0.2122842078189301,0.11049934352632249
2024-04-15 08:40:00,0.2122842078189301,0.11067549646168641
2024-04-15 08:45:00,0.2122842078189301,0.11176431411154267
2024-04-15 08:50:00,0.2122842078189301,0.11278246187085803
2024-04-15 08:55:00,0.2122842078189301,0.11373654478765095
2024-04-15 09:00:00,0.2122842078189301,0.11464487108325881
2024-04-15 09:05:00,0.2122842078189301,0.1155253604615828
2024-04-15 09:10:00,0.2149377604166667,0.11638772122128466
2024-04-15 09:15:00,0.21762448242187504,0.117246739120534
2024-04-15 09:20:00,0.22034478845214847,0.11811492825206246
2024-04-15 09:25:00,0.22581481481481483,0.11898969836686482
2024-04-15 09:30:00,0.22581481481481483,0.11986675403617258
2024-04-15 09:35:00,0.22572993827160498,0.12074090336805034
2024-04-15 09:40:00,0.22572993827160498,0.12159773707306869
2024-04-15 09:45:00,0.22572993827160498,0.12241932649875212
2024-04-15 09:50:00,0.22572993827160498,0.12319144914229022
2024-04-15 09:55:00,0.22572993827160498,0.12390220907136788
2024-04-15 10:00:00,0.22572993827160498,0.1245428481545144
2024-04-15 10:05:00,0.22572993827160498,0.12511085187378634
2024-04-15 10:10:00,0.22855156250000003,0.12561036598006553
2024-04-15 10:15:00,0.23140845703125001,0.1260562362025963
2024-04-15 10:20:00,0.23430106274414064,0.12646603508928878
2024-04-15 10:25:00,0.2372298260284424,0.12685104129476557
